MONTH,GEOGRAPHY,DURATION,AGE GROUP,Both sexes,Male,Female
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",17.3,17.6,16.9
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,17.3,17.5,17.0
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks),  15-19,10.5,10.4,10.7
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks),  20-24,14.5,13.4,16.0
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks),  25-44,17.3,17.7,16.8
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks),  45-54,19.6,21.7,16.9
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks),  55-64,24.4,23.2,26.4
Mar2015,Western region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,19.1,24.8,6.4
Mar2015,Northern region,Total unemployed,"Total, 15 years and over",27.7,18.8,8.9
Mar2015,Northern region,Total unemployed, 15-64 years,27.2,18.4,8.8
Mar2015,Northern region,Total unemployed,  15-19,2.8,1.5,0.0
Mar2015,Northern region,Total unemployed,  20-24,5.6,4.6,0.0
Mar2015,Northern region,Total unemployed,  25-44,10.8,7.3,3.5
Mar2015,Northern region,Total unemployed,  45-54,3.6,1.9,1.7
Mar2015,Northern region,Total unemployed,  55-64,4.3,3.0,0.0
Mar2015,Northern region,Total unemployed,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,   1 - 4 weeks,"Total, 15 years and over",9.4,6.9,2.6
Mar2015,Northern region,   1 - 4 weeks, 15-64 years,9.2,6.7,2.6
Mar2015,Northern region,   1 - 4 weeks,  15-19,0.0,0.0,0.0
Mar2015,Northern region,   1 - 4 weeks,  20-24,2.7,2.1,0.0
Mar2015,Northern region,   1 - 4 weeks,  25-44,3.3,2.2,0.0
Mar2015,Northern region,   1 - 4 weeks,  45-54,0.0,0.0,0.0
Mar2015,Northern region,   1 - 4 weeks,  55-64,0.0,0.0,0.0
Mar2015,Northern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,   5 - 13 weeks,"Total, 15 years and over",8.9,6.0,3.0
Mar2015,Northern region,   5 - 13 weeks, 15-64 years,8.7,5.7,3.0
Mar2015,Northern region,   5 - 13 weeks,  15-19,0.0,0.0,0.0
Mar2015,Northern region,   5 - 13 weeks,  20-24,1.5,0.0,0.0
Mar2015,Northern region,   5 - 13 weeks,  25-44,3.7,2.8,0.0
Mar2015,Northern region,   5 - 13 weeks,  45-54,0.0,0.0,0.0
Mar2015,Northern region,   5 - 13 weeks,  55-64,1.6,0.0,0.0
Mar2015,Northern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,   14 - 25 weeks,"Total, 15 years and over",5.1,3.5,1.6
Mar2015,Northern region,   14 - 25 weeks, 15-64 years,5.0,3.4,1.6
Mar2015,Northern region,   14 - 25 weeks,  15-19,0.0,0.0,0.0
Mar2015,Northern region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
Mar2015,Northern region,   14 - 25 weeks,  25-44,1.6,0.0,0.0
Mar2015,Northern region,   14 - 25 weeks,  45-54,0.0,0.0,0.0
Mar2015,Northern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Mar2015,Northern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Mar2015,Northern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Mar2015,Northern region,   26 weeks ,  15-19,0.0,0.0,0.0
Mar2015,Northern region,   26 weeks ,  20-24,0.0,0.0,0.0
Mar2015,Northern region,   26 weeks ,  25-44,0.0,0.0,0.0
Mar2015,Northern region,   26 weeks ,  45-54,0.0,0.0,0.0
Mar2015,Northern region,   26 weeks ,  55-64,0.0,0.0,0.0
Mar2015,Northern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,   27 weeks or more,"Total, 15 years and over",3.3,2.1,0.0
Mar2015,Northern region,   27 weeks or more, 15-64 years,3.3,2.1,0.0
Mar2015,Northern region,   27 weeks or more,  15-19,0.0,0.0,0.0
Mar2015,Northern region,   27 weeks or more,  20-24,0.0,0.0,0.0
Mar2015,Northern region,   27 weeks or more,  25-44,1.6,0.0,0.0
Mar2015,Northern region,   27 weeks or more,  45-54,0.0,0.0,0.0
Mar2015,Northern region,   27 weeks or more,  55-64,0.0,0.0,0.0
Mar2015,Northern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks,"Total, 15 years and over",1.8,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks, 15-64 years,1.8,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks,  25-44,0.0,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
Mar2015,Northern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,      52 weeks,"Total, 15 years and over",0.0,0.0,0.0
Mar2015,Northern region,      52 weeks, 15-64 years,0.0,0.0,0.0
Mar2015,Northern region,      52 weeks,  15-19,0.0,0.0,0.0
Mar2015,Northern region,      52 weeks,  20-24,0.0,0.0,0.0
Mar2015,Northern region,      52 weeks,  25-44,0.0,0.0,0.0
Mar2015,Northern region,      52 weeks,  45-54,0.0,0.0,0.0
Mar2015,Northern region,      52 weeks,  55-64,0.0,0.0,0.0
Mar2015,Northern region,      52 weeks,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more,"Total, 15 years and over",0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more, 15-64 years,0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more,  15-19,0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more,  20-24,0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more,  25-44,0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more,  45-54,0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more,  55-64,0.0,0.0,0.0
Mar2015,Northern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown,"Total, 15 years and over",0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown, 15-64 years,0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown,  15-19,0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown,  20-24,0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown,  25-44,0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown,  45-54,0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown,  55-64,0.0,0.0,0.0
Mar2015,Northern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Mar2015,Northern region,Average weeks unemployed (no top-code),"Total, 15 years and over",13.7,13.1,15.1
Mar2015,Northern region,Average weeks unemployed (no top-code), 15-64 years,13.8,13.2,15.3
Mar2015,Northern region,Average weeks unemployed (no top-code),  15-19,10.2,12.1,8.6
Mar2015,Northern region,Average weeks unemployed (no top-code),  20-24,10.3,11.1,6.4
Mar2015,Northern region,Average weeks unemployed (no top-code),  25-44,15.0,14.0,17.1
Mar2015,Northern region,Average weeks unemployed (no top-code),  45-54,13.9,12.3,15.8
Mar2015,Northern region,Average weeks unemployed (no top-code),  55-64,18.1,15.4,24.8
Mar2015,Northern region,Average weeks unemployed (no top-code),  65 years and over,8.2,7.0,6.0
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",13.4,12.9,14.7
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,13.5,13.0,14.8
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks),  15-19,10.2,12.1,8.6
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks),  20-24,9.8,10.6,6.4
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks),  25-44,15.0,14.0,17.1
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks),  45-54,13.5,11.5,15.8
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks),  55-64,17.1,15.2,21.8
Mar2015,Northern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,8.2,7.0,6.0
Jun2015,"Total, Ontario regions",Total unemployed,"Total, 15 years and over",500.6,270.6,230.1
Jun2015,"Total, Ontario regions",Total unemployed, 15-64 years,490.2,264.3,225.9
Jun2015,"Total, Ontario regions",Total unemployed,  15-19,96.6,51.3,45.3
Jun2015,"Total, Ontario regions",Total unemployed,  20-24,83.4,46.2,37.1
Jun2015,"Total, Ontario regions",Total unemployed,  25-44,172.6,92.6,80.0
Jun2015,"Total, Ontario regions",Total unemployed,  45-54,81.3,42.2,39.1
Jun2015,"Total, Ontario regions",Total unemployed,  55-64,56.4,31.9,24.4
Jun2015,"Total, Ontario regions",Total unemployed,  65 years and over,10.4,6.3,4.1
Jun2015,"Total, Ontario regions",   1 - 4 weeks,"Total, 15 years and over",175.2,82.4,92.8
Jun2015,"Total, Ontario regions",   1 - 4 weeks, 15-64 years,171.8,81.0,90.9
Jun2015,"Total, Ontario regions",   1 - 4 weeks,  15-19,48.2,23.3,24.9
Jun2015,"Total, Ontario regions",   1 - 4 weeks,  20-24,32.0,15.1,16.9
Jun2015,"Total, Ontario regions",   1 - 4 weeks,  25-44,54.7,24.9,29.8
Jun2015,"Total, Ontario regions",   1 - 4 weeks,  45-54,23.8,10.4,13.4
Jun2015,"Total, Ontario regions",   1 - 4 weeks,  55-64,13.1,7.2,5.9
Jun2015,"Total, Ontario regions",   1 - 4 weeks,  65 years and over,3.4,0.0,2.0
Jun2015,"Total, Ontario regions",   5 - 13 weeks,"Total, 15 years and over",128.6,71.2,57.4
Jun2015,"Total, Ontario regions",   5 - 13 weeks, 15-64 years,126.1,69.3,56.7
Jun2015,"Total, Ontario regions",   5 - 13 weeks,  15-19,26.5,15.0,11.5
Jun2015,"Total, Ontario regions",   5 - 13 weeks,  20-24,21.5,12.4,9.1
Jun2015,"Total, Ontario regions",   5 - 13 weeks,  25-44,46.1,24.8,21.3
Jun2015,"Total, Ontario regions",   5 - 13 weeks,  45-54,20.0,9.7,10.4
Jun2015,"Total, Ontario regions",   5 - 13 weeks,  55-64,11.9,7.5,4.5
Jun2015,"Total, Ontario regions",   5 - 13 weeks,  65 years and over,2.6,1.9,0.0
Jun2015,"Total, Ontario regions",   14 - 25 weeks,"Total, 15 years and over",76.8,43.9,33.0
Jun2015,"Total, Ontario regions",   14 - 25 weeks, 15-64 years,75.2,42.9,32.2
Jun2015,"Total, Ontario regions",   14 - 25 weeks,  15-19,9.9,6.6,3.3
Jun2015,"Total, Ontario regions",   14 - 25 weeks,  20-24,9.7,6.6,3.1
Jun2015,"Total, Ontario regions",   14 - 25 weeks,  25-44,33.8,18.9,14.9
Jun2015,"Total, Ontario regions",   14 - 25 weeks,  45-54,12.2,6.3,5.9
Jun2015,"Total, Ontario regions",   14 - 25 weeks,  55-64,9.6,4.5,5.1
Jun2015,"Total, Ontario regions",   14 - 25 weeks,  65 years and over,1.7,0.0,0.0
Jun2015,"Total, Ontario regions",   26 weeks ,"Total, 15 years and over",8.5,5.5,3.0
Jun2015,"Total, Ontario regions",   26 weeks , 15-64 years,8.5,5.5,3.0
Jun2015,"Total, Ontario regions",   26 weeks ,  15-19,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",   26 weeks ,  20-24,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",   26 weeks ,  25-44,2.8,2.0,0.0
Jun2015,"Total, Ontario regions",   26 weeks ,  45-54,2.4,1.6,0.0
Jun2015,"Total, Ontario regions",   26 weeks ,  55-64,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",   26 weeks ,  65 years and over,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",   27 weeks or more,"Total, 15 years and over",92.2,55.9,36.3
Jun2015,"Total, Ontario regions",   27 weeks or more, 15-64 years,89.4,53.9,35.6
Jun2015,"Total, Ontario regions",   27 weeks or more,  15-19,6.4,3.3,3.1
Jun2015,"Total, Ontario regions",   27 weeks or more,  20-24,13.9,8.6,5.3
Jun2015,"Total, Ontario regions",   27 weeks or more,  25-44,29.8,18.6,11.2
Jun2015,"Total, Ontario regions",   27 weeks or more,  45-54,20.9,12.7,8.3
Jun2015,"Total, Ontario regions",   27 weeks or more,  55-64,18.4,10.7,7.7
Jun2015,"Total, Ontario regions",   27 weeks or more,  65 years and over,2.8,2.0,0.0
Jun2015,"Total, Ontario regions",      27 - 51 weeks,"Total, 15 years and over",31.9,20.0,11.9
Jun2015,"Total, Ontario regions",      27 - 51 weeks, 15-64 years,31.1,19.2,11.9
Jun2015,"Total, Ontario regions",      27 - 51 weeks,  15-19,2.4,0.0,0.0
Jun2015,"Total, Ontario regions",      27 - 51 weeks,  20-24,5.1,3.2,1.9
Jun2015,"Total, Ontario regions",      27 - 51 weeks,  25-44,12.5,8.2,4.4
Jun2015,"Total, Ontario regions",      27 - 51 weeks,  45-54,5.5,3.1,2.3
Jun2015,"Total, Ontario regions",      27 - 51 weeks,  55-64,5.6,3.6,2.1
Jun2015,"Total, Ontario regions",      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",      52 weeks,"Total, 15 years and over",24.9,14.6,10.3
Jun2015,"Total, Ontario regions",      52 weeks, 15-64 years,23.8,14.0,9.8
Jun2015,"Total, Ontario regions",      52 weeks,  15-19,2.8,0.0,1.6
Jun2015,"Total, Ontario regions",      52 weeks,  20-24,5.3,3.6,1.7
Jun2015,"Total, Ontario regions",      52 weeks,  25-44,5.9,3.4,2.5
Jun2015,"Total, Ontario regions",      52 weeks,  45-54,5.2,3.2,2.0
Jun2015,"Total, Ontario regions",      52 weeks,  55-64,4.6,2.5,2.1
Jun2015,"Total, Ontario regions",      52 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",      53 weeks or more,"Total, 15 years and over",35.4,21.2,14.1
Jun2015,"Total, Ontario regions",      53 weeks or more, 15-64 years,34.6,20.7,13.8
Jun2015,"Total, Ontario regions",      53 weeks or more,  15-19,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",      53 weeks or more,  20-24,3.5,1.9,1.7
Jun2015,"Total, Ontario regions",      53 weeks or more,  25-44,11.4,7.0,4.3
Jun2015,"Total, Ontario regions",      53 weeks or more,  45-54,10.3,6.3,4.0
Jun2015,"Total, Ontario regions",      53 weeks or more,  55-64,8.2,4.7,3.5
Jun2015,"Total, Ontario regions",      53 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",   Duration unknown,"Total, 15 years and over",19.3,11.7,7.6
Jun2015,"Total, Ontario regions",   Duration unknown, 15-64 years,19.3,11.7,7.6
Jun2015,"Total, Ontario regions",   Duration unknown,  15-19,4.6,2.4,2.3
Jun2015,"Total, Ontario regions",   Duration unknown,  20-24,5.4,2.8,2.7
Jun2015,"Total, Ontario regions",   Duration unknown,  25-44,5.3,3.4,1.9
Jun2015,"Total, Ontario regions",   Duration unknown,  45-54,1.9,1.6,0.0
Jun2015,"Total, Ontario regions",   Duration unknown,  55-64,2.0,1.5,0.0
Jun2015,"Total, Ontario regions",   Duration unknown,  65 years and over,0.0,0.0,0.0
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code),"Total, 15 years and over",19.7,21.6,17.5
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code), 15-64 years,19.5,21.3,17.5
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code),  15-19,9.7,10.8,8.5
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code),  20-24,16.3,17.4,14.9
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code),  25-44,18.9,21.0,16.4
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code),  45-54,27.0,31.5,22.2
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code),  55-64,31.7,30.7,32.9
Jun2015,"Total, Ontario regions",Average weeks unemployed (no top-code),  65 years and over,28.8,35.6,18.3
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",17.9,19.3,16.3
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks), 15-64 years,17.9,19.3,16.2
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  15-19,9.7,10.8,8.5
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  20-24,15.8,17.0,14.3
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  25-44,17.6,19.3,15.7
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  45-54,23.3,26.3,20.1
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  55-64,27.3,26.8,27.9
Jun2015,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  65 years and over,20.6,22.1,18.3
Jun2015,Eastern region,Total unemployed,"Total, 15 years and over",78.8,47.9,30.9
Jun2015,Eastern region,Total unemployed, 15-64 years,77.1,46.8,30.3
Jun2015,Eastern region,Total unemployed,  15-19,12.8,5.9,6.9
Jun2015,Eastern region,Total unemployed,  20-24,12.7,8.2,4.5
Jun2015,Eastern region,Total unemployed,  25-44,30.0,18.4,11.5
Jun2015,Eastern region,Total unemployed,  45-54,13.3,9.3,4.0
Jun2015,Eastern region,Total unemployed,  55-64,8.3,5.1,3.2
Jun2015,Eastern region,Total unemployed,  65 years and over,1.7,0.0,0.0
Jun2015,Eastern region,   1 - 4 weeks,"Total, 15 years and over",24.6,11.5,13.2
Jun2015,Eastern region,   1 - 4 weeks, 15-64 years,23.9,11.2,12.7
Jun2015,Eastern region,   1 - 4 weeks,  15-19,5.6,1.6,4.0
Jun2015,Eastern region,   1 - 4 weeks,  20-24,4.7,2.6,2.1
Jun2015,Eastern region,   1 - 4 weeks,  25-44,8.8,4.6,4.2
Jun2015,Eastern region,   1 - 4 weeks,  45-54,3.3,2.1,0.0
Jun2015,Eastern region,   1 - 4 weeks,  55-64,1.6,0.0,0.0
Jun2015,Eastern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,   5 - 13 weeks,"Total, 15 years and over",19.2,11.8,7.5
Jun2015,Eastern region,   5 - 13 weeks, 15-64 years,18.8,11.3,7.5
Jun2015,Eastern region,   5 - 13 weeks,  15-19,4.0,2.0,2.0
Jun2015,Eastern region,   5 - 13 weeks,  20-24,2.4,1.6,0.0
Jun2015,Eastern region,   5 - 13 weeks,  25-44,8.4,5.0,3.3
Jun2015,Eastern region,   5 - 13 weeks,  45-54,2.9,1.9,0.0
Jun2015,Eastern region,   5 - 13 weeks,  55-64,0.0,0.0,0.0
Jun2015,Eastern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,   14 - 25 weeks,"Total, 15 years and over",14.9,9.7,5.2
Jun2015,Eastern region,   14 - 25 weeks, 15-64 years,14.7,9.5,5.2
Jun2015,Eastern region,   14 - 25 weeks,  15-19,2.2,2.0,0.0
Jun2015,Eastern region,   14 - 25 weeks,  20-24,2.3,0.0,0.0
Jun2015,Eastern region,   14 - 25 weeks,  25-44,6.3,3.5,2.8
Jun2015,Eastern region,   14 - 25 weeks,  45-54,3.0,2.2,0.0
Jun2015,Eastern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
Jun2015,Eastern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks , 15-64 years,0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks ,  15-19,0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks ,  20-24,0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks ,  25-44,0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks ,  45-54,0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks ,  55-64,0.0,0.0,0.0
Jun2015,Eastern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,   27 weeks or more,"Total, 15 years and over",17.1,12.7,4.4
Jun2015,Eastern region,   27 weeks or more, 15-64 years,16.8,12.5,4.2
Jun2015,Eastern region,   27 weeks or more,  15-19,0.0,0.0,0.0
Jun2015,Eastern region,   27 weeks or more,  20-24,3.1,2.7,0.0
Jun2015,Eastern region,   27 weeks or more,  25-44,5.9,4.7,0.0
Jun2015,Eastern region,   27 weeks or more,  45-54,3.4,2.3,0.0
Jun2015,Eastern region,   27 weeks or more,  55-64,3.7,2.5,0.0
Jun2015,Eastern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,      27 - 51 weeks,"Total, 15 years and over",6.4,4.8,1.6
Jun2015,Eastern region,      27 - 51 weeks, 15-64 years,6.4,4.8,1.6
Jun2015,Eastern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
Jun2015,Eastern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
Jun2015,Eastern region,      27 - 51 weeks,  25-44,2.9,2.3,0.0
Jun2015,Eastern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
Jun2015,Eastern region,      27 - 51 weeks,  55-64,1.5,0.0,0.0
Jun2015,Eastern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,      52 weeks,"Total, 15 years and over",4.3,3.2,0.0
Jun2015,Eastern region,      52 weeks, 15-64 years,4.3,3.2,0.0
Jun2015,Eastern region,      52 weeks,  15-19,0.0,0.0,0.0
Jun2015,Eastern region,      52 weeks,  20-24,0.0,0.0,0.0
Jun2015,Eastern region,      52 weeks,  25-44,0.0,0.0,0.0
Jun2015,Eastern region,      52 weeks,  45-54,0.0,0.0,0.0
Jun2015,Eastern region,      52 weeks,  55-64,0.0,0.0,0.0
Jun2015,Eastern region,      52 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,      53 weeks or more,"Total, 15 years and over",6.4,4.7,1.7
Jun2015,Eastern region,      53 weeks or more, 15-64 years,6.1,4.5,1.5
Jun2015,Eastern region,      53 weeks or more,  15-19,0.0,0.0,0.0
Jun2015,Eastern region,      53 weeks or more,  20-24,0.0,0.0,0.0
Jun2015,Eastern region,      53 weeks or more,  25-44,2.2,1.6,0.0
Jun2015,Eastern region,      53 weeks or more,  45-54,1.8,0.0,0.0
Jun2015,Eastern region,      53 weeks or more,  55-64,0.0,0.0,0.0
Jun2015,Eastern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,   Duration unknown,"Total, 15 years and over",2.0,1.6,0.0
Jun2015,Eastern region,   Duration unknown, 15-64 years,2.0,1.6,0.0
Jun2015,Eastern region,   Duration unknown,  15-19,0.0,0.0,0.0
Jun2015,Eastern region,   Duration unknown,  20-24,0.0,0.0,0.0
Jun2015,Eastern region,   Duration unknown,  25-44,0.0,0.0,0.0
Jun2015,Eastern region,   Duration unknown,  45-54,0.0,0.0,0.0
Jun2015,Eastern region,   Duration unknown,  55-64,0.0,0.0,0.0
Jun2015,Eastern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
Jun2015,Eastern region,Average weeks unemployed (no top-code),"Total, 15 years and over",21.2,24.8,15.9
Jun2015,Eastern region,Average weeks unemployed (no top-code), 15-64 years,20.2,23.2,15.8
Jun2015,Eastern region,Average weeks unemployed (no top-code),  15-19,9.7,12.6,7.3
Jun2015,Eastern region,Average weeks unemployed (no top-code),  20-24,19.5,23.6,11.8
Jun2015,Eastern region,Average weeks unemployed (no top-code),  25-44,18.4,21.0,14.5
Jun2015,Eastern region,Average weeks unemployed (no top-code),  45-54,27.2,27.3,26.9
Jun2015,Eastern region,Average weeks unemployed (no top-code),  55-64,33.4,36.0,29.7
Jun2015,Eastern region,Average weeks unemployed (no top-code),  65 years and over,67.2,90.1,21.4
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",19.0,21.6,15.1
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,18.9,21.6,15.0
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks),  15-19,9.7,12.6,7.3
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks),  20-24,18.5,22.0,11.8
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks),  25-44,17.9,20.2,14.5
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks),  45-54,23.7,23.4,24.3
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks),  55-64,30.6,34.0,25.8
Jun2015,Eastern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,24.1,23.5,21.4
Jun2015,Central region,Total unemployed,"Total, 15 years and over",282.1,140.3,141.8
Jun2015,Central region,Total unemployed, 15-64 years,275.5,136.5,139.0
Jun2015,Central region,Total unemployed,  15-19,57.9,31.5,26.5
Jun2015,Central region,Total unemployed,  20-24,44.8,22.2,22.6
Jun2015,Central region,Total unemployed,  25-44,94.2,45.6,48.6
Jun2015,Central region,Total unemployed,  45-54,47.0,21.7,25.4
Jun2015,Central region,Total unemployed,  55-64,31.5,15.5,16.0
Jun2015,Central region,Total unemployed,  65 years and over,6.6,3.8,2.8
Jun2015,Central region,   1 - 4 weeks,"Total, 15 years and over",105.2,46.3,58.9
Jun2015,Central region,   1 - 4 weeks, 15-64 years,103.0,45.4,57.6
Jun2015,Central region,   1 - 4 weeks,  15-19,31.2,15.5,15.7
Jun2015,Central region,   1 - 4 weeks,  20-24,17.6,7.4,10.2
Jun2015,Central region,   1 - 4 weeks,  25-44,32.1,13.2,18.8
Jun2015,Central region,   1 - 4 weeks,  45-54,14.9,5.6,9.3
Jun2015,Central region,   1 - 4 weeks,  55-64,7.2,3.7,3.5
Jun2015,Central region,   1 - 4 weeks,  65 years and over,2.2,0.0,0.0
Jun2015,Central region,   5 - 13 weeks,"Total, 15 years and over",72.9,36.8,36.1
Jun2015,Central region,   5 - 13 weeks, 15-64 years,71.3,35.7,35.5
Jun2015,Central region,   5 - 13 weeks,  15-19,15.3,9.7,5.6
Jun2015,Central region,   5 - 13 weeks,  20-24,13.5,6.8,6.7
Jun2015,Central region,   5 - 13 weeks,  25-44,24.2,10.9,13.3
Jun2015,Central region,   5 - 13 weeks,  45-54,10.7,4.0,6.7
Jun2015,Central region,   5 - 13 weeks,  55-64,7.6,4.3,3.3
Jun2015,Central region,   5 - 13 weeks,  65 years and over,1.6,0.0,0.0
Jun2015,Central region,   14 - 25 weeks,"Total, 15 years and over",36.7,18.5,18.2
Jun2015,Central region,   14 - 25 weeks, 15-64 years,35.7,18.0,17.6
Jun2015,Central region,   14 - 25 weeks,  15-19,5.2,3.2,2.0
Jun2015,Central region,   14 - 25 weeks,  20-24,3.0,2.2,0.0
Jun2015,Central region,   14 - 25 weeks,  25-44,17.2,9.3,7.9
Jun2015,Central region,   14 - 25 weeks,  45-54,5.4,2.1,3.3
Jun2015,Central region,   14 - 25 weeks,  55-64,4.9,0.0,3.7
Jun2015,Central region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
Jun2015,Central region,   26 weeks ,"Total, 15 years and over",5.1,2.8,2.2
Jun2015,Central region,   26 weeks , 15-64 years,5.1,2.8,2.2
Jun2015,Central region,   26 weeks ,  15-19,0.0,0.0,0.0
Jun2015,Central region,   26 weeks ,  20-24,0.0,0.0,0.0
